zipcode_label,median_income
ZCTA5 71743,38586
ZCTA5 71744,34452
ZCTA5 71745,29792
ZCTA5 71747,36360
ZCTA5 71749,47308
ZCTA5 71751,51750
ZCTA5 71752,33864
ZCTA5 71753,39331
ZCTA5 71758,-
ZCTA5 71759,41273
ZCTA5 71762,37218
ZCTA5 71763,38008
ZCTA5 71764,34764
ZCTA5 71765,33113
ZCTA5 71766,32500
ZCTA5 71770,32019
ZCTA5 71772,-
ZCTA5 71801,39918
ZCTA5 71820,-
ZCTA5 71822,35822
ZCTA5 71823,-
ZCTA5 71825,56356
ZCTA5 71826,34342
ZCTA5 71827,35500
ZCTA5 71832,43406
ZCTA5 71833,41042
ZCTA5 71834,47946
ZCTA5 71835,39671
ZCTA5 71836,44185
ZCTA5 71837,49085
ZCTA5 71838,37636
ZCTA5 71839,31042
ZCTA5 71841,52535
ZCTA5 71842,36344
ZCTA5 71845,31952
ZCTA5 71846,49511
ZCTA5 71847,34000
ZCTA5 71851,43770
ZCTA5 71852,34665
ZCTA5 71853,-
ZCTA5 71854,40631
ZCTA5 71855,43125
ZCTA5 71857,36858
ZCTA5 71858,36010
ZCTA5 71859,33906
ZCTA5 71860,28137
ZCTA5 71861,43917
ZCTA5 71862,36223
ZCTA5 71865,18500
ZCTA5 71866,59821
ZCTA5 71901,35762
ZCTA5 71909,54167
ZCTA5 71913,41635
ZCTA5 71921,40917
ZCTA5 71922,39250
ZCTA5 71923,37101
ZCTA5 71929,49771
ZCTA5 71933,-
ZCTA5 71935,27981
ZCTA5 71937,33056
ZCTA5 71940,29250
ZCTA5 71941,42780
ZCTA5 71943,31794
ZCTA5 71944,33304
ZCTA5 71945,26581
ZCTA5 71949,31680
ZCTA5 71950,32083
ZCTA5 71952,93333
ZCTA5 71953,34803
ZCTA5 71956,31705
ZCTA5 71957,39832
ZCTA5 71958,36667
ZCTA5 71959,29375
ZCTA5 71960,28563
ZCTA5 71961,33021
ZCTA5 71962,34038
ZCTA5 71964,51286
ZCTA5 71965,43500
ZCTA5 71968,55525
ZCTA5 71969,-
ZCTA5 71970,33646
ZCTA5 71971,34018
ZCTA5 71972,55724
ZCTA5 71973,26875
ZCTA5 71998,-
ZCTA5 71999,-
ZCTA5 72001,38080
ZCTA5 72002,56367
ZCTA5 72003,50833
ZCTA5 72004,30772
ZCTA5 72005,25250
ZCTA5 72006,29432
ZCTA5 72007,66473
ZCTA5 72010,35570
ZCTA5 72011,55769
ZCTA5 72012,55960
ZCTA5 72013,41604
ZCTA5 72014,-
ZCTA5 72015,51517
ZCTA5 72016,46563
ZCTA5 72017,33359
ZCTA5 72019,67325
ZCTA5 72020,37012
ZCTA5 72021,31926
ZCTA5 72022,64219
ZCTA5 72023,59230
ZCTA5 72024,52770
ZCTA5 72025,50750
ZCTA5 72026,17500
ZCTA5 72027,52692
ZCTA5 72029,27538
ZCTA5 72030,28512
ZCTA5 72031,35112
ZCTA5 72032,44686
ZCTA5 72034,50282
ZCTA5 72035,-
ZCTA5 72036,20000
ZCTA5 72037,-
ZCTA5 72038,-
ZCTA5 72039,39286
ZCTA5 72040,40910
ZCTA5 72041,44239
ZCTA5 72042,31930
ZCTA5 72044,45588
ZCTA5 72045,51250
ZCTA5 72046,41276
ZCTA5 72047,45966
ZCTA5 72048,-
ZCTA5 72051,40074
ZCTA5 72055,44750
ZCTA5 72057,59167
ZCTA5 72058,51708
ZCTA5 72059,-
ZCTA5 72060,37452
ZCTA5 72061,155625
ZCTA5 72063,45125
ZCTA5 72064,42109
ZCTA5 72065,56250
ZCTA5 72067,35938
ZCTA5 72068,28000
ZCTA5 72069,36477
ZCTA5 72070,39531
ZCTA5 72072,44423
ZCTA5 72073,51827
ZCTA5 72074,15938
ZCTA5 72076,45770
ZCTA5 72079,36450
ZCTA5 72080,26949
ZCTA5 72081,41862
ZCTA5 72082,26333
ZCTA5 72083,32917
ZCTA5 72084,43409
ZCTA5 72085,20625
ZCTA5 72086,53125
ZCTA5 72087,66412
ZCTA5 72088,35466
ZCTA5 72099,-
ZCTA5 72101,40190
ZCTA5 72102,51325
ZCTA5 72103,45960
ZCTA5 72104,39577
ZCTA5 72106,56056
ZCTA5 72107,48750
ZCTA5 72108,-
ZCTA5 72110,37808
ZCTA5 72111,57228
ZCTA5 72112,29180
ZCTA5 72113,54943
ZCTA5 72114,19043
ZCTA5 72116,61457
ZCTA5 72117,38253
ZCTA5 72118,43679
ZCTA5 72119,-
ZCTA5 72120,63575
ZCTA5 72121,38687
ZCTA5 72122,52955
ZCTA5 72123,26964
ZCTA5 72125,42250
ZCTA5 72126,46250
ZCTA5 72127,39777
ZCTA5 72128,43942
ZCTA5 72129,34000
ZCTA5 72130,35565
ZCTA5 72131,56719
ZCTA5 72132,51587
ZCTA5 72134,49000
ZCTA5 72135,67625
ZCTA5 72136,43631
ZCTA5 72137,60197
ZCTA5 72139,29375
ZCTA5 72140,47083
ZCTA5 72141,30319
ZCTA5 72142,51466
ZCTA5 72143,45246
ZCTA5 72149,-
ZCTA5 72150,50984
ZCTA5 72152,36250
ZCTA5 72153,26305
ZCTA5 72156,29583
ZCTA5 72157,31750
ZCTA5 72160,39021
ZCTA5 72165,-
ZCTA5 72166,-
ZCTA5 72167,46917
ZCTA5 72168,19464
ZCTA5 72169,38125
ZCTA5 72170,45909
ZCTA5 72173,57986
ZCTA5 72175,24688
ZCTA5 72176,50647
ZCTA5 72179,35799
ZCTA5 72181,-
ZCTA5 72201,69118
ZCTA5 72202,37113
ZCTA5 72204,33110
ZCTA5 72205,46367
ZCTA5 72206,35524
ZCTA5 72207,70862
ZCTA5 72209,34363
ZCTA5 72210,56482
ZCTA5 72211,62257
ZCTA5 72212,100750
ZCTA5 72223,96372
ZCTA5 72227,62351
ZCTA5 72301,30182
ZCTA5 72311,21250
ZCTA5 72315,39806
ZCTA5 72320,38250
ZCTA5 72321,51406
ZCTA5 72322,21406
ZCTA5 72324,38397
ZCTA5 72325,36125
ZCTA5 72326,33485
ZCTA5 72327,34489
ZCTA5 72328,-
ZCTA5 72329,75250
ZCTA5 72330,35227
ZCTA5 72331,31203
ZCTA5 72332,-
ZCTA5 72333,17297
ZCTA5 72335,34713
ZCTA5 72338,-
ZCTA5 72339,18482
ZCTA5 72340,-
ZCTA5 72341,27014
ZCTA5 72342,24224
ZCTA5 72346,25139
ZCTA5 72347,31083
ZCTA5 72348,31335
ZCTA5 72350,28281
ZCTA5 72351,28393
ZCTA5 72353,-
ZCTA5 72354,35221
ZCTA5 72355,38917
ZCTA5 72358,26902
ZCTA5 72359,15764
ZCTA5 72360,25647
ZCTA5 72364,65969
ZCTA5 72365,26732
ZCTA5 72366,28375
ZCTA5 72367,24464
ZCTA5 72368,39550
ZCTA5 72370,28893
ZCTA5 72372,41037
ZCTA5 72373,21622
ZCTA5 72374,43750
ZCTA5 72376,46165
ZCTA5 72377,-
ZCTA5 72379,-
ZCTA5 72383,-
ZCTA5 72384,27583
ZCTA5 72386,39079
ZCTA5 72389,31250
ZCTA5 72390,24002
ZCTA5 72392,36607
ZCTA5 72394,30804
ZCTA5 72395,50924
ZCTA5 72396,43941
ZCTA5 72401,41030
ZCTA5 72404,54976
ZCTA5 72410,25074
ZCTA5 72411,39776
ZCTA5 72412,33125
ZCTA5 72413,55625
ZCTA5 72414,60000
ZCTA5 72415,34500
ZCTA5 72416,49341
ZCTA5 72417,46833
ZCTA5 72419,41131
ZCTA5 72421,35781
ZCTA5 72422,27776
ZCTA5 72424,39375
ZCTA5 72425,53021
ZCTA5 72426,48250
ZCTA5 72427,35040
ZCTA5 72428,75625
ZCTA5 72429,41771
ZCTA5 72430,40357
ZCTA5 72431,35833
ZCTA5 72432,41133
ZCTA5 72433,30417
ZCTA5 72434,46154
ZCTA5 72435,33750
ZCTA5 72436,42031
ZCTA5 72437,42609
ZCTA5 72438,35152
ZCTA5 72440,39688
ZCTA5 72441,-
ZCTA5 72442,39659
ZCTA5 72443,43971
ZCTA5 72444,35338
ZCTA5 72445,29375
ZCTA5 72447,50893
ZCTA5 72449,28250
ZCTA5 72450,45252
ZCTA5 72453,41250
ZCTA5 72454,32216
ZCTA5 72455,36473
ZCTA5 72456,24500
ZCTA5 72457,37857
ZCTA5 72458,54931
ZCTA5 72459,25946
ZCTA5 72460,31597
ZCTA5 72461,39149
ZCTA5 72462,27500
ZCTA5 72464,20250
ZCTA5 72466,52604
ZCTA5 72467,-
ZCTA5 72469,36607
ZCTA5 72470,25833
ZCTA5 72471,35000
ZCTA5 72472,37813
ZCTA5 72473,39766
ZCTA5 72476,39301
ZCTA5 72478,-
ZCTA5 72479,43875
ZCTA5 72482,27734
ZCTA5 72501,38625
ZCTA5 72512,29171
ZCTA5 72513,31121
ZCTA5 72515,-
ZCTA5 72517,33147
ZCTA5 72519,37500
ZCTA5 72520,-
ZCTA5 72521,37396
ZCTA5 72522,-
ZCTA5 72523,24667
ZCTA5 72524,44219
ZCTA5 72526,68750
ZCTA5 72527,55227
ZCTA5 72528,-
ZCTA5 72529,34878
ZCTA5 72530,37321
ZCTA5 72531,38278
ZCTA5 72532,27222
ZCTA5 72533,31683
ZCTA5 72534,58191
ZCTA5 72536,-
ZCTA5 72537,39663
ZCTA5 72538,26424
ZCTA5 72539,61181
ZCTA5 72540,-
ZCTA5 72542,38056
ZCTA5 72543,43609
ZCTA5 72544,30500
ZCTA5 72546,-
ZCTA5 72550,-
ZCTA5 72553,60208
ZCTA5 72554,24931
ZCTA5 72555,-
ZCTA5 72556,40714
ZCTA5 72560,32105
ZCTA5 72561,31667
ZCTA5 72562,42500
ZCTA5 72564,18482
ZCTA5 72565,46429
ZCTA5 72566,28295
ZCTA5 72567,52708
ZCTA5 72568,33611
ZCTA5 72569,66761
ZCTA5 72571,70500
ZCTA5 72572,46667
ZCTA5 72573,57083
ZCTA5 72576,40429
ZCTA5 72577,46250
ZCTA5 72578,-
ZCTA5 72579,32348
ZCTA5 72581,56198
ZCTA5 72583,28688
ZCTA5 72584,47632
ZCTA5 72585,84234
ZCTA5 72587,-
ZCTA5 72601,41595
ZCTA5 72611,47784
ZCTA5 72616,40317
ZCTA5 72617,-
ZCTA5 72619,39352
ZCTA5 72623,41985
ZCTA5 72624,40357
ZCTA5 72626,33063
ZCTA5 72628,29886
ZCTA5 72629,25391
ZCTA5 72630,30625
ZCTA5 72631,39597
ZCTA5 72632,37672
ZCTA5 72633,40201
ZCTA5 72634,37181
ZCTA5 72635,41920
ZCTA5 72636,90000
ZCTA5 72638,39892
ZCTA5 72639,40875
ZCTA5 72640,40375
ZCTA5 72641,34375
ZCTA5 72642,46563
ZCTA5 72644,28992
ZCTA5 72645,33462
ZCTA5 72648,83370
ZCTA5 72650,35179
ZCTA5 72651,39844
ZCTA5 72653,41074
ZCTA5 72655,38359
ZCTA5 72658,36540
ZCTA5 72660,32292
ZCTA5 72661,28070
ZCTA5 72662,38924
ZCTA5 72663,29420
ZCTA5 72666,18095
ZCTA5 72668,51169
ZCTA5 72669,23750
ZCTA5 72670,88194
ZCTA5 72672,19250
ZCTA5 72675,40449
ZCTA5 72677,20741
ZCTA5 72679,-
ZCTA5 72680,33900
ZCTA5 72682,43860
ZCTA5 72683,46250
ZCTA5 72685,39597
ZCTA5 72686,-
ZCTA5 72687,36108
ZCTA5 72701,37660
ZCTA5 72703,42306
ZCTA5 72704,60524
ZCTA5 72712,80764
ZCTA5 72714,72159
ZCTA5 72715,58741
ZCTA5 72717,38616
ZCTA5 72718,107336
ZCTA5 72719,66457
ZCTA5 72721,26591
ZCTA5 72722,45488
ZCTA5 72727,57073
ZCTA5 72729,25625
ZCTA5 72730,49431
ZCTA5 72732,55833
ZCTA5 72734,51932
ZCTA5 72736,51500
ZCTA5 72738,41250
ZCTA5 72739,58068
ZCTA5 72740,44030
ZCTA5 72742,43870
ZCTA5 72744,33865
ZCTA5 72745,60162
ZCTA5 72747,-
ZCTA5 72749,-
ZCTA5 72751,56929
ZCTA5 72752,31204
ZCTA5 72753,62470
ZCTA5 72756,46642
ZCTA5 72758,65818
ZCTA5 72760,22344
ZCTA5 72761,48064
ZCTA5 72762,57413
ZCTA5 72764,42496
ZCTA5 72768,44167
ZCTA5 72769,61902
ZCTA5 72773,56047
ZCTA5 72774,49973
ZCTA5 72776,37941
ZCTA5 72801,31685
ZCTA5 72802,49489
ZCTA5 72821,30867
ZCTA5 72823,37192
ZCTA5 72824,43269
ZCTA5 72826,-
ZCTA5 72827,-
ZCTA5 72828,-
ZCTA5 72830,37065
ZCTA5 72832,37000
ZCTA5 72833,42356
ZCTA5 72834,39907
ZCTA5 72835,26850
ZCTA5 72837,42857
ZCTA5 72838,30083
ZCTA5 72839,25222
ZCTA5 72840,33750
ZCTA5 72841,21371
ZCTA5 72842,43661
ZCTA5 72843,49837
ZCTA5 72845,44223
ZCTA5 72846,36563
ZCTA5 72847,36087
ZCTA5 72851,-
ZCTA5 72852,18429
ZCTA5 72853,36299
ZCTA5 72854,25625
ZCTA5 72855,34367
ZCTA5 72856,41765
ZCTA5 72857,38482
ZCTA5 72858,42458
ZCTA5 72860,42762
ZCTA5 72863,42650
ZCTA5 72865,51250
ZCTA5 72901,29818
ZCTA5 72903,43519
ZCTA5 72904,29874
ZCTA5 72908,48056
ZCTA5 72916,70150
ZCTA5 72921,49857
ZCTA5 72923,44223
ZCTA5 72926,26625
ZCTA5 72927,37922
ZCTA5 72928,53594
ZCTA5 72930,61900
ZCTA5 72932,44050
ZCTA5 72933,52791
ZCTA5 72934,31793
ZCTA5 72935,30938
ZCTA5 72936,54512
ZCTA5 72937,37245
ZCTA5 72938,43333
ZCTA5 72940,49900
ZCTA5 72941,49865
ZCTA5 72943,37891
ZCTA5 72944,49301
ZCTA5 72945,34531
ZCTA5 72946,51265
ZCTA5 72947,37674
ZCTA5 72948,-
ZCTA5 72949,38059
ZCTA5 72950,45000
ZCTA5 72951,36628
ZCTA5 72952,35441
ZCTA5 72955,-
ZCTA5 72956,42796
ZCTA5 72958,35345
ZCTA5 72959,38162
ZCTA5 73002,50000
ZCTA5 73003,62646
ZCTA5 73004,57917
ZCTA5 73005,34347
ZCTA5 73006,44130
ZCTA5 73007,78359
ZCTA5 73008,48846
ZCTA5 73009,45833
ZCTA5 73010,64573
ZCTA5 73011,48750
ZCTA5 73012,97531
ZCTA5 73013,80882
ZCTA5 73014,61406
ZCTA5 73015,32903
ZCTA5 73016,70278
ZCTA5 73017,40833
ZCTA5 73018,43893
ZCTA5 73019,-
ZCTA5 73020,73590
ZCTA5 73021,57708
ZCTA5 73024,52083
ZCTA5 73025,128163
ZCTA5 73026,73799
ZCTA5 73027,49911
ZCTA5 73028,45798
ZCTA5 73029,41581
ZCTA5 73030,52044
ZCTA5 73032,58750
ZCTA5 73033,31563
ZCTA5 73034,79238
ZCTA5 73036,52028
ZCTA5 73038,41731
ZCTA5 73040,38622
ZCTA5 73041,55625
ZCTA5 73042,49659
ZCTA5 73043,28409
ZCTA5 73044,50338
ZCTA5 73045,58545
ZCTA5 73047,55114
ZCTA5 73048,60924
ZCTA5 73049,61311
ZCTA5 73050,-
ZCTA5 73051,50293
ZCTA5 73052,44896
ZCTA5 73053,56250
ZCTA5 73054,51582
ZCTA5 73055,51031
ZCTA5 73056,61136
ZCTA5 73057,41083
ZCTA5 73058,78750
ZCTA5 73059,53125
ZCTA5 73061,67059
ZCTA5 73062,31970
ZCTA5 73063,45417
ZCTA5 73064,72325
ZCTA5 73065,74231
ZCTA5 73066,33250
ZCTA5 73067,60000
ZCTA5 73068,55399
ZCTA5 73069,46304
ZCTA5 73071,48414
ZCTA5 73072,63640
ZCTA5 73073,63021
ZCTA5 73074,42188
ZCTA5 73075,43307
ZCTA5 73077,52409
ZCTA5 73078,88679
ZCTA5 73079,57344
ZCTA5 73080,50750
ZCTA5 73082,47922
ZCTA5 73084,35965
ZCTA5 73086,51489
ZCTA5 73089,75561
ZCTA5 73090,64583
ZCTA5 73092,42679
ZCTA5 73093,74375
ZCTA5 73095,42459
ZCTA5 73096,48601
ZCTA5 73097,38750
ZCTA5 73098,41895
ZCTA5 73099,70974
ZCTA5 73102,48869
ZCTA5 73103,48904
ZCTA5 73104,51741
ZCTA5 73105,38731
ZCTA5 73106,34302
ZCTA5 73107,40784
ZCTA5 73108,25726
ZCTA5 73109,33117
ZCTA5 73110,40591
ZCTA5 73111,26974
ZCTA5 73112,43755
ZCTA5 73114,35012
ZCTA5 73115,43658
ZCTA5 73116,71767
ZCTA5 73117,21530
ZCTA5 73118,53781
ZCTA5 73119,34581
ZCTA5 73120,50568
ZCTA5 73121,54539
ZCTA5 73122,45750
ZCTA5 73127,35767
ZCTA5 73128,75968
ZCTA5 73129,29671
ZCTA5 73130,59554
ZCTA5 73131,74863
ZCTA5 73132,51932
ZCTA5 73134,62080
ZCTA5 73135,55823
ZCTA5 73139,43638
ZCTA5 73141,38683
ZCTA5 73142,69041
ZCTA5 73145,54975
ZCTA5 73149,36319
ZCTA5 73150,82589
ZCTA5 73151,172500
ZCTA5 73159,47652
ZCTA5 73160,61072
ZCTA5 73162,68992
ZCTA5 73165,78399
ZCTA5 73169,66012
ZCTA5 73170,84924
ZCTA5 73173,103636
ZCTA5 73179,96875
ZCTA5 73401,49222
ZCTA5 73425,-
ZCTA5 73430,64063
ZCTA5 73432,55870
ZCTA5 73433,51576
ZCTA5 73434,39219
ZCTA5 73437,35833
ZCTA5 73438,42885
ZCTA5 73439,44842
ZCTA5 73440,33281
ZCTA5 73441,16563
ZCTA5 73442,55625
ZCTA5 73443,42250
ZCTA5 73444,-
ZCTA5 73446,47806
ZCTA5 73447,46705
ZCTA5 73448,47656
ZCTA5 73449,48450
ZCTA5 73450,47000
ZCTA5 73453,57500
ZCTA5 73455,36154
ZCTA5 73456,36607
ZCTA5 73458,37917
ZCTA5 73459,40769
ZCTA5 73460,30728
ZCTA5 73461,41641
ZCTA5 73463,52143
ZCTA5 73481,42344
ZCTA5 73487,20357
ZCTA5 73491,53750
ZCTA5 73501,34682
ZCTA5 73503,51332
ZCTA5 73505,50434
ZCTA5 73507,47507
ZCTA5 73520,42500
ZCTA5 73521,43656
ZCTA5 73526,57348
ZCTA5 73527,74202
ZCTA5 73528,40500
ZCTA5 73529,42360
ZCTA5 73530,37188
ZCTA5 73531,51473
ZCTA5 73532,51705
ZCTA5 73533,44203
ZCTA5 73537,34028
ZCTA5 73538,76089
ZCTA5 73539,50833
ZCTA5 73540,58333
ZCTA5 73541,52308
ZCTA5 73542,40987
ZCTA5 73543,48889
ZCTA5 73544,59167
ZCTA5 73546,40305
ZCTA5 73547,40441
ZCTA5 73548,-
ZCTA5 73549,45938
ZCTA5 73550,34278
ZCTA5 73551,-
ZCTA5 73552,66818
ZCTA5 73553,113750
ZCTA5 73554,33765
ZCTA5 73555,36458
ZCTA5 73556,37500
ZCTA5 73557,73750
ZCTA5 73559,38864
ZCTA5 73560,47813
ZCTA5 73562,52404
ZCTA5 73564,48750
ZCTA5 73565,32750
ZCTA5 73566,34792
ZCTA5 73567,46313
ZCTA5 73568,39079
ZCTA5 73569,37188
ZCTA5 73570,45313
ZCTA5 73571,66563
ZCTA5 73572,52538
ZCTA5 73573,37429
ZCTA5 73601,46435
ZCTA5 73620,57500
ZCTA5 73622,40156
ZCTA5 73624,52143
ZCTA5 73625,55625
ZCTA5 73626,41797
ZCTA5 73627,46354
ZCTA5 73628,60208
ZCTA5 73632,56283
ZCTA5 73638,51146
ZCTA5 73639,42875
ZCTA5 73641,43636
ZCTA5 73642,54167
ZCTA5 73644,57311
ZCTA5 73645,42174
ZCTA5 73646,39583
ZCTA5 73647,60000
ZCTA5 73650,39000
ZCTA5 73651,38333
ZCTA5 73654,58000
ZCTA5 73655,44091
ZCTA5 73658,79583
ZCTA5 73659,76250
ZCTA5 73660,41786
ZCTA5 73661,61250
ZCTA5 73662,36593
ZCTA5 73663,48269
ZCTA5 73664,49306
ZCTA5 73666,58500
ZCTA5 73667,55769
ZCTA5 73669,53958
ZCTA5 73673,52031
ZCTA5 73701,39351
ZCTA5 73703,59820
ZCTA5 73705,-
ZCTA5 73716,55764
ZCTA5 73717,58938
ZCTA5 73718,50682
ZCTA5 73719,62917
ZCTA5 73720,40833
ZCTA5 73722,82778
ZCTA5 73724,53958
ZCTA5 73726,60227
ZCTA5 73727,-
ZCTA5 73728,53512
ZCTA5 73729,55250
ZCTA5 73730,55221
ZCTA5 73731,48571
ZCTA5 73733,52708
ZCTA5 73734,52417
ZCTA5 73735,50208
ZCTA5 73736,60500
ZCTA5 73737,50758
ZCTA5 73738,44444
ZCTA5 73739,63083
ZCTA5 73741,56875
ZCTA5 73742,57463
ZCTA5 73743,69750
ZCTA5 73744,70500
ZCTA5 73746,-
ZCTA5 73747,47500
ZCTA5 73749,56938
ZCTA5 73750,64306
ZCTA5 73753,45208
ZCTA5 73754,60341
ZCTA5 73755,35843
ZCTA5 73756,93333
ZCTA5 73757,-
ZCTA5 73758,-
ZCTA5 73759,61667
ZCTA5 73760,43125
ZCTA5 73761,68594
ZCTA5 73762,68836
ZCTA5 73763,44118
ZCTA5 73764,-
ZCTA5 73766,52643
ZCTA5 73768,56583
ZCTA5 73771,48214
ZCTA5 73772,57443
ZCTA5 73773,55625
ZCTA5 73801,55838
ZCTA5 73832,55625
ZCTA5 73834,41318
ZCTA5 73835,46429
ZCTA5 73838,62000
ZCTA5 73840,50417
ZCTA5 73841,45703
ZCTA5 73842,60833
ZCTA5 73843,50156
ZCTA5 73844,34464
ZCTA5 73848,62202
ZCTA5 73851,-
ZCTA5 73852,63102
ZCTA5 73853,74167
ZCTA5 73855,56250
ZCTA5 73857,72159
ZCTA5 73858,51023
ZCTA5 73859,53304
ZCTA5 73860,48125
ZCTA5 73901,-
ZCTA5 73931,55536
ZCTA5 73932,52583
ZCTA5 73933,47833
ZCTA5 73937,47344
ZCTA5 73938,48438
ZCTA5 73939,41875
ZCTA5 73942,51101
ZCTA5 73944,45208
ZCTA5 73945,51496
ZCTA5 73946,12708
ZCTA5 73947,38250
ZCTA5 73949,47059
ZCTA5 73950,56600
ZCTA5 73951,38750
ZCTA5 74001,36786
ZCTA5 74002,45034
ZCTA5 74003,36932
ZCTA5 74006,61405
ZCTA5 74008,77598
ZCTA5 74010,39015
ZCTA5 74011,75955
ZCTA5 74012,68111
ZCTA5 74014,75171
ZCTA5 74015,56761
ZCTA5 74016,48769
ZCTA5 74017,51635
ZCTA5 74019,63344
ZCTA5 74020,49198
ZCTA5 74021,70132
ZCTA5 74022,51402
ZCTA5 74023,41993
ZCTA5 74026,39167
ZCTA5 74027,38000
ZCTA5 74028,44907
ZCTA5 74029,42988
ZCTA5 74030,37037
ZCTA5 74032,52174
ZCTA5 74033,64815
ZCTA5 74034,25000
ZCTA5 74035,38214
ZCTA5 74036,55981
ZCTA5 74037,84470
ZCTA5 74038,51000
ZCTA5 74039,45688
ZCTA5 74041,63068
ZCTA5 74042,32500
ZCTA5 74044,48873
ZCTA5 74045,39464
ZCTA5 74046,-
ZCTA5 74047,48105
ZCTA5 74048,40141
ZCTA5 74050,31591
ZCTA5 74051,51738
ZCTA5 74052,33839
ZCTA5 74053,68929
ZCTA5 74054,41625
ZCTA5 74055,72642
ZCTA5 74056,35746
ZCTA5 74058,43950
ZCTA5 74059,47511
ZCTA5 74060,36750
ZCTA5 74061,44830
ZCTA5 74062,43750
ZCTA5 74063,55895
ZCTA5 74066,51926
ZCTA5 74068,41250
ZCTA5 74070,52250
ZCTA5 74071,38750
ZCTA5 74072,48636
ZCTA5 74073,59321
ZCTA5 74074,40934
ZCTA5 74075,32639
ZCTA5 74078,-
ZCTA5 74079,49821
ZCTA5 74080,61450
ZCTA5 74081,44097
ZCTA5 74082,46250
ZCTA5 74083,41964
ZCTA5 74084,39167
ZCTA5 74085,42925
ZCTA5 74103,66786
ZCTA5 74104,39966
ZCTA5 74105,51387
ZCTA5 74106,24635
ZCTA5 74107,40043
ZCTA5 74108,41775
ZCTA5 74110,26798
ZCTA5 74112,42028
ZCTA5 74114,69601
ZCTA5 74115,32857
ZCTA5 74116,36891
ZCTA5 74117,120625
ZCTA5 74119,40417
ZCTA5 74120,43125
ZCTA5 74126,29145
ZCTA5 74127,37641
ZCTA5 74128,42388
ZCTA5 74129,41178
ZCTA5 74130,33846
ZCTA5 74131,54612
ZCTA5 74132,62284
ZCTA5 74133,59950
ZCTA5 74134,51839
ZCTA5 74135,48598
ZCTA5 74136,41433
ZCTA5 74137,87667
ZCTA5 74145,47120
ZCTA5 74146,35918
ZCTA5 74301,40603
ZCTA5 74330,52969
ZCTA5 74331,42772
ZCTA5 74332,42619
ZCTA5 74333,39231
ZCTA5 74337,43583
ZCTA5 74338,38615
ZCTA5 74339,30777
ZCTA5 74340,26250
ZCTA5 74342,26518
ZCTA5 74343,40887
ZCTA5 74344,40510
ZCTA5 74346,32880
ZCTA5 74347,34797
ZCTA5 74349,26250
ZCTA5 74350,33750
ZCTA5 74352,36619
ZCTA5 74354,38953
ZCTA5 74358,35179
ZCTA5 74359,38571
ZCTA5 74360,64167
ZCTA5 74361,47326
ZCTA5 74363,41012
ZCTA5 74364,42697
ZCTA5 74365,42688
ZCTA5 74366,40865
ZCTA5 74367,31250
ZCTA5 74368,24250
ZCTA5 74369,46316
ZCTA5 74370,39740
ZCTA5 74401,34164
ZCTA5 74403,42758
ZCTA5 74421,49653
ZCTA5 74422,50515
ZCTA5 74423,47500
ZCTA5 74425,52368
ZCTA5 74426,38945
ZCTA5 74427,38633
ZCTA5 74428,51793
ZCTA5 74429,56901
ZCTA5 74430,44375
ZCTA5 74431,37500
ZCTA5 74432,37565
ZCTA5 74434,52162
ZCTA5 74435,45833
ZCTA5 74436,48918
ZCTA5 74437,36911
ZCTA5 74438,59583
ZCTA5 74441,42723
ZCTA5 74442,44375
ZCTA5 74445,46218
ZCTA5 74446,35083
ZCTA5 74447,33356
ZCTA5 74450,46875
ZCTA5 74451,52206
ZCTA5 74452,40417
ZCTA5 74454,54375
ZCTA5 74455,35869
ZCTA5 74456,44375
ZCTA5 74457,50417
ZCTA5 74458,35625
ZCTA5 74459,46250
ZCTA5 74460,26667
ZCTA5 74462,37272
ZCTA5 74463,31250
ZCTA5 74464,35529
ZCTA5 74467,40429
ZCTA5 74468,35833
ZCTA5 74469,40741
ZCTA5 74470,40250
ZCTA5 74471,42750
ZCTA5 74472,42917
ZCTA5 74477,-
ZCTA5 74501,47239
ZCTA5 74521,28889
ZCTA5 74522,42426
ZCTA5 74523,35347
ZCTA5 74525,36769
ZCTA5 74528,38750
ZCTA5 74530,35000
ZCTA5 74531,39861
ZCTA5 74533,34722
ZCTA5 74534,27083
ZCTA5 74535,18672
ZCTA5 74536,30368
ZCTA5 74538,40667
ZCTA5 74540,36250
ZCTA5 74543,39375
ZCTA5 74546,32604
ZCTA5 74547,46250
ZCTA5 74549,30625
ZCTA5 74552,39219
ZCTA5 74553,41905
ZCTA5 74554,40170
ZCTA5 74555,38750
ZCTA5 74556,46339
ZCTA5 74557,39375
ZCTA5 74558,34205
ZCTA5 74560,42692
ZCTA5 74561,38472
ZCTA5 74562,43125
ZCTA5 74563,49112
ZCTA5 74565,54375
ZCTA5 74567,32692
ZCTA5 74569,37813
ZCTA5 74570,40556
ZCTA5 74571,39760
ZCTA5 74572,34453
ZCTA5 74574,33636
ZCTA5 74576,52000
ZCTA5 74577,29375
ZCTA5 74578,38852
ZCTA5 74601,40281
ZCTA5 74604,56895
ZCTA5 74630,42601
ZCTA5 74631,41932
ZCTA5 74632,50625
ZCTA5 74633,45714
ZCTA5 74636,53750
ZCTA5 74637,33611
ZCTA5 74640,62500
ZCTA5 74641,50938
ZCTA5 74643,56538
ZCTA5 74644,46250
ZCTA5 74646,40721
