,Longitude,Latitude
13924,-73.56,41.04
13925,-80.31,36.12
13926,-87.62,41.9
13927,-82.58,28.07
13929,-73.93,42.87
13935,-156.34,20.84
13936,-80.2,26.28
13937,-121.91,37.34
13938,-149.74,61.21
13941,-89.8,35.2
13943,-74.86,40.2
13945,-94.66,38.91
13948,-79.77,40.44
13950,-95.43,29.73
13951,-111.73,33.42
13952,-122.34,47.62
13955,-121.96,37.39
13956,-75.48,40.63
13957,-115.28,36.06
13958,-77.54,38.99
13959,-118.01,33.69
13960,-117.92,33.66
13963,-122.06,37.66
13965,-115.15,36.08
13966,-87.63,41.9
13967,-82.41,29.66
13970,-74.0,40.6
13971,-76.72,38.95
13972,-70.43,43.51
13973,-117.61,34.06
13974,-84.48,33.86
13975,-82.92,42.53
13976,-118.24,34.05
13977,-157.79,21.28
13978,-84.43,33.99
13982,-93.17,44.95
13983,-79.84,36.09
13984,-80.99,35.1
13986,-87.62,41.89
13987,-87.63,41.88
13988,-117.71,34.06
13991,-104.86,39.41
13992,-118.25,34.15
13996,-82.46,43.03
13997,-112.0,33.63
13998,-83.13,42.64
14000,-80.24,25.73
14002,-73.83,40.76
14005,-111.89,33.54
14006,-96.58,32.91
14007,-74.44,40.5
14010,-119.04,36.08
14012,-106.38,31.77
14013,-111.98,33.63
14014,-115.17,36.04
14018,-77.9,34.13
14019,-74.01,40.71
14021,-96.79,32.81
14024,-97.66,30.48
14027,-97.47,35.65
14028,-71.09,42.38
14029,-119.78,38.96
14030,-83.92,39.04
14031,-73.64,40.64
14032,-76.49,38.98
14038,-117.46,33.91
14039,-80.7,35.43
14042,-91.62,44.03
14044,-86.0,39.77
14048,-112.13,33.64
14050,-119.28,46.3
14051,-117.21,33.13
14052,-84.36,33.85
14054,-94.27,39.02
14056,-157.92,21.33
14058,-87.39,37.98
14059,-89.61,40.74
14060,-87.94,41.93
14061,-111.86,33.38
14063,-104.99,39.74
14065,-86.48,30.39
14066,-81.93,28.93
14068,-122.52,37.9
14069,-70.96,42.17
14070,-117.87,33.91
14072,-98.59,29.52
14073,-73.33,41.14
14074,-124.05,44.65
14076,-114.04,46.85
14078,-122.3,47.44
14079,-82.7,28.05
14080,-82.53,35.52
14082,-86.71,34.75
14085,-84.04,35.93
14086,-88.48,44.18
14087,-121.33,38.64
14088,-87.71,41.53
14089,-117.97,33.94
14090,-75.93,40.4
14095,-117.13,33.02
14098,-82.99,42.62
14099,-74.01,40.7
14101,-76.13,36.84
14103,-87.94,41.9
14104,-122.38,47.3
14105,-122.29,47.15
14107,-71.14,42.39
14109,-81.55,30.63
14110,-71.14,42.52
14112,-95.35,29.56
14113,-88.32,42.24
14114,-80.14,26.12
14115,-77.41,35.55
14116,-75.16,39.95
14118,-95.56,29.9
14120,-122.42,37.78
14122,-116.88,33.04
14123,-149.44,61.58
14126,-119.25,47.1
14127,-118.38,34.05
14129,-117.23,33.13
14130,-122.0,47.57
14131,-87.51,41.49
14132,-73.98,40.68
14134,-90.67,35.82
14135,-76.81,39.41
14138,-87.63,41.88
14143,-120.99,37.59
14144,-87.63,41.89
14145,-104.75,40.4
14146,-114.59,35.12
14149,-119.19,46.27
14151,-77.1,35.1
14152,-95.53,29.97
14155,-157.74,21.39
14156,-88.34,42.09
14157,-83.38,42.73
14158,-110.82,39.6
14161,-88.06,42.38
14162,-82.83,40.09
14163,-121.31,38.12
14166,-93.29,37.21
14167,-111.69,33.32
14168,-118.02,34.07
14169,-80.77,41.12
14171,-118.37,34.1
14172,-83.56,41.72
14173,-122.2,37.74
14174,-118.05,34.13
14176,-121.27,38.77
14177,-122.02,47.54
14178,-98.53,29.48
14180,-73.98,40.76
14181,-118.36,33.84
14183,-73.08,40.74
14184,-115.55,32.98
14188,-121.38,38.66
14190,-76.0,40.34
14191,-72.68,41.77
14192,-118.26,33.9
14195,-83.05,42.51
14198,-118.06,34.0
14199,-111.66,35.19
14202,-122.54,45.43
14205,-105.0,39.74
14206,-117.27,33.1
14209,-86.35,35.83
14211,-122.39,37.8
14213,-118.34,34.1
14214,-117.57,34.11
14215,-73.67,41.41
14216,-122.79,45.49
14218,-118.38,33.92
14219,-117.9,33.66
14222,-112.48,34.55
14223,-82.71,28.29
14224,-88.2,42.02
14225,-122.03,37.57
14226,-93.7,41.63
14228,-73.95,40.77
14230,-95.35,29.99
14232,-122.96,45.53
14233,-73.78,42.86
14234,-77.44,39.42
14235,-77.03,38.9
14241,-81.43,28.49
14242,-87.07,30.39
14247,-122.63,47.5
14249,-111.98,40.54
14250,-73.98,40.77
14255,-84.49,38.03
14256,-84.23,39.2
14257,-93.27,44.98
14258,-105.15,39.7
14264,-88.02,41.86
14265,-115.17,36.11
14266,-81.19,34.09
14267,-75.2,39.95
14268,-73.67,43.33
14270,-77.13,38.8
14274,-74.96,40.14
14279,-77.03,38.91
14281,-107.85,37.93
14282,-156.45,20.89
14283,-87.8,42.15
14286,-93.7,41.66
14289,-80.61,28.36
14291,-96.71,33.02
14292,-81.57,35.29
14293,-77.06,39.15
14295,-122.81,45.53
14297,-122.83,45.15
14299,-82.91,42.63
14300,-80.6,40.06
14301,-88.23,30.68
14302,-96.73,33.17
14303,-104.91,39.57
14309,-118.08,33.9
14310,-88.11,43.03
14313,-122.64,38.23
14314,-81.23,32.03
14316,-77.18,38.93
14318,-122.26,47.46
14324,-79.98,32.76
14327,-88.09,42.05
14329,-84.13,34.18
14330,-111.93,33.41
14333,-95.47,29.72
14334,-80.28,36.17
14336,-85.98,41.71
14339,-121.96,37.95
14340,-117.56,33.9
14345,-86.82,40.42
14347,-121.9,36.62
14350,-97.4,35.44
14351,-105.05,39.75
14353,-80.0,35.98
14354,-87.94,41.76
14357,-122.18,47.62
14358,-117.88,33.91
14360,-117.04,46.42
14361,-118.91,35.35
14363,-96.7,32.83
14364,-83.25,42.31
14365,-98.33,29.57
14367,-96.8,32.81
14368,-80.16,25.7
14370,-122.65,47.5
14371,-73.99,40.69
14374,-72.8,41.88
14377,-123.35,39.4
14378,-98.68,29.56
14381,-105.0,39.75
14382,-73.98,40.69
14383,-76.94,38.98
14384,-84.65,39.0
14386,-87.64,34.84
14390,-78.81,42.79
14392,-118.56,34.42
14394,-81.7,28.55
14395,-104.7,40.39
14396,-81.43,40.86
14397,-73.42,40.79
14398,-76.57,40.21
14400,-122.2,37.42
14401,-74.03,40.72
14404,-95.27,29.6
14405,-97.41,32.68
14406,-82.71,28.06
14407,-118.4,37.37
14408,-94.53,37.07
14409,-111.01,32.34
14414,-111.86,33.39
14415,-119.03,35.34
14416,-122.2,37.43
14417,-87.63,41.89
14419,-112.02,40.71
14423,-73.98,40.74
14424,-80.74,35.31
14425,-101.94,33.52
14427,-114.04,40.74
14428,-95.72,29.86
14429,-76.31,36.84
14431,-122.05,37.35
14433,-81.95,40.85
14434,-157.74,21.39
14435,-97.15,32.6
14436,-76.98,38.54
14437,-77.86,40.79
14440,-122.29,47.73
14441,-122.53,37.88
14442,-122.05,37.38
14445,-76.45,41.01
14446,-79.96,39.66
14449,-80.02,32.87
14453,-111.94,33.62
14454,-77.17,39.11
14456,-80.11,40.68
14457,-75.5,40.21
14458,-73.89,42.82
14461,-122.12,37.89
14463,-72.24,41.8
14465,-74.22,40.14
14466,-73.79,43.08
14470,-86.27,39.88
14472,-122.88,45.15
14474,-76.73,38.94
14475,-73.23,41.46
14477,-82.01,34.94
14478,-84.09,35.91
14479,-119.73,36.85
14482,-85.55,38.24
14483,-104.72,38.87
14486,-117.93,34.07
14487,-94.67,38.91
14489,-87.94,42.06
14492,-83.6,39.62
14493,-74.01,40.7
14495,-106.38,31.77
14496,-97.41,31.12
14497,-73.98,40.78
14499,-122.45,37.8
14501,-119.79,36.85
14505,-81.53,30.14
14506,-121.75,38.68
14507,-115.15,36.08
14508,-118.34,34.09
14510,-98.13,29.69
14513,-117.55,34.08
14514,-71.39,42.3
14515,-84.34,34.04
14516,-76.72,39.16
14519,-70.89,43.22
14522,-71.31,42.19
14524,-95.91,41.15
14525,-117.28,34.06
14526,-122.68,45.52
14527,-77.75,43.11
14528,-81.22,35.48
14531,-94.8,39.79
14532,-117.08,32.98
14533,-106.66,35.24
14537,-115.17,36.1
14538,-84.57,34.01
14542,-80.3,25.73
14543,-119.76,39.47
14548,-122.35,40.57
14549,-87.63,41.91
14550,-118.89,34.18
14553,-158.09,21.49
14555,-157.85,21.29
14557,-117.37,47.6
14558,-94.83,39.13
14559,-71.96,41.37
14562,-80.14,26.62
14563,-121.99,47.73
14564,-118.36,34.09
14566,-84.57,34.03
14571,-122.68,45.58
14572,-112.45,42.89
14573,-122.23,38.13
14574,-82.07,33.48
14577,-122.4,37.79
14578,-117.16,32.71
14579,-115.17,36.12
14581,-96.83,32.83
14583,-116.99,32.84
14584,-75.17,39.95
14587,-77.4,39.03
14589,-83.03,40.03
14591,-95.49,29.8
14592,-116.93,32.79
14593,-71.56,43.46
14594,-122.42,37.81
14595,-81.69,41.5
14599,-83.48,42.49
14600,-80.13,40.27
14602,-115.09,36.12
14606,-93.18,45.01
14607,-111.98,33.33
14609,-71.04,42.34
14610,-73.97,41.4
14613,-77.36,35.61
14614,-111.86,33.36
14615,-118.43,34.04
14621,-88.05,43.06
14625,-122.33,45.58
14626,-115.08,36.0
14629,-116.22,33.74
14634,-108.48,45.81
14635,-76.74,39.13
14636,-111.07,45.71
14638,-118.38,34.08
14640,-104.96,39.61
14643,-81.21,28.61
14645,-94.48,37.14
14646,-121.2,38.68
14647,-119.03,35.34
14649,-116.43,43.62
14650,-112.44,42.86
14651,-106.5,35.13
14652,-118.03,33.78
14654,-117.26,33.05
14655,-76.51,37.1
14656,-118.4,34.14
14657,-117.57,47.51
14658,-84.41,39.34
14659,-118.54,34.43
14662,-87.75,42.06
14666,-122.03,47.61
14668,-77.15,38.72
14670,-79.04,38.13
14671,-87.93,41.86
14672,-116.21,43.6
14673,-93.52,44.86
14674,-118.5,34.42
14677,-86.82,36.11
14678,-118.45,34.2
14679,-84.6,34.05
14680,-122.4,37.79
14681,-112.22,33.67
14682,-116.48,33.79
14684,-83.13,42.62
14687,-122.38,37.62
14688,-87.63,41.88
14691,-75.21,40.11
14694,-118.25,34.04
14695,-84.42,33.98
14699,-108.61,39.1
14701,-119.81,39.53
14702,-80.12,26.19
14703,-117.34,33.98
14705,-73.99,40.73
14706,-82.95,42.63
14707,-85.55,43.11
14709,-89.45,43.08
14710,-122.29,45.4
14712,-122.19,47.71
14718,-121.83,37.27
14720,-95.34,29.98
14723,-80.13,26.37
14724,-80.19,40.54
14726,-157.71,21.28
14728,-120.99,37.69
14729,-117.29,33.24
14730,-97.28,32.66
14733,-121.9,37.43
14734,-88.91,30.41
14736,-81.49,40.98
14737,-104.91,39.56
14738,-117.17,32.72
14739,-79.96,39.65
14740,-73.5,40.81
14741,-73.72,40.66
14742,-71.21,42.35
14744,-77.0,38.93
14745,-96.86,32.65
14746,-149.74,61.2
14748,-93.42,44.89
14750,-122.7,45.52
14751,-122.36,47.64
14756,-122.04,47.55
14758,-86.8,33.51
14759,-80.46,35.66
14764,-73.98,40.75
14765,-73.32,40.74
14766,-73.97,40.76
14767,-73.99,40.75
14768,-77.31,38.83
14772,-81.94,28.93
14775,-88.1,41.9
14777,-96.84,32.42
14780,-84.99,34.76
14782,-118.37,34.19
14784,-86.64,30.43
14785,-80.15,26.32
14786,-122.19,47.77
14787,-83.29,30.85
14788,-73.12,40.75
14789,-75.29,40.25
14790,-77.36,37.61
14791,-121.89,37.33
14794,-95.51,29.78
14796,-81.52,41.46
14797,-92.57,40.2
14799,-98.32,29.5
14800,-112.03,33.65
14801,-76.65,40.27
14803,-86.75,36.04
14804,-95.46,30.16
14805,-76.09,36.8
14806,-115.15,36.06
14807,-122.24,40.19
14808,-87.62,41.89
14810,-104.97,39.73
14812,-85.17,41.17
14814,-117.4,47.77
14815,-121.37,38.71
14816,-76.27,38.97
14817,-122.09,37.65
14818,-80.1,26.38
14822,-89.33,31.33
14823,-84.93,34.47
14825,-74.17,40.58
14826,-115.05,36.16
14828,-120.87,37.49
14829,-112.27,33.71
14831,-98.27,30.56
14832,-121.07,38.65
14833,-87.96,42.24
14834,-122.21,37.83
14835,-122.27,47.85
14840,-121.59,37.01
14846,-122.19,37.48
14848,-86.7,36.33
14849,-97.53,35.54
14850,-71.71,42.53
14852,-76.21,36.9
14853,-73.56,40.68
14855,-119.94,38.96
14857,-74.56,40.43
14859,-95.69,29.97
14861,-118.15,34.1
14862,-118.13,34.14
14864,-83.02,40.04
14866,-74.4,40.91
14869,-93.33,44.88
14870,-115.31,36.19
14872,-88.19,30.66
14873,-96.84,32.42
14874,-73.99,40.76
14877,-96.8,32.78
14878,-95.76,39.04
14879,-115.28,36.2
14880,-118.25,34.15
14881,-120.32,46.38
14882,-76.56,39.28
14884,-104.52,33.41
14885,-84.17,34.07
14886,-92.96,44.96
14888,-105.09,39.71
14889,-82.73,27.96
14890,-93.59,41.55
14892,-88.03,42.04
14893,-80.65,28.08
14897,-81.39,28.57
14900,-88.23,40.11
14902,-122.59,45.55
14903,-87.74,41.77
14904,-122.33,47.8
14909,-107.99,32.24
14910,-118.14,33.79
14912,-83.77,42.24
14914,-83.26,42.2
14915,-82.99,42.62
14920,-121.98,47.86
14924,-88.95,40.5
14925,-75.17,39.95
14927,-115.3,36.1
14932,-85.89,39.22
14933,-76.17,43.07
14935,-122.15,47.49
14938,-121.31,44.03
14939,-74.07,40.93
14941,-80.13,25.79
14942,-72.83,41.73
14943,-87.9,41.98
14944,-80.41,27.31
14946,-77.24,39.12
14947,-157.93,21.37
14948,-118.13,34.09
14949,-122.34,47.61
14952,-73.98,40.78
14954,-97.76,35.48
14955,-96.96,32.91
14956,-121.93,37.71
14957,-115.28,36.12
14958,-115.17,36.11
14962,-81.37,28.6
14966,-100.45,31.46
14971,-74.91,40.18
14977,-110.94,31.37
14978,-80.32,25.85
14982,-117.82,33.74
14983,-122.08,37.7
14984,-111.91,33.67
14985,-111.31,34.25
14986,-82.55,35.48
14987,-122.55,38.01
14988,-86.75,33.56
14991,-95.77,29.82
14994,-121.5,38.64
14995,-111.79,33.38
14996,-120.96,37.73
15000,-93.67,42.02
15005,-77.63,43.13
15007,-97.73,31.09
15009,-122.29,47.85
15011,-121.37,38.45
15013,-122.72,38.46
15014,-83.31,42.71
15015,-122.73,38.46
15018,-80.86,35.35
15019,-84.04,34.0
15021,-118.47,34.17
15022,-117.14,32.77
15024,-117.61,34.03
15025,-117.22,32.75
15028,-97.26,32.89
15029,-106.82,40.47
15031,-83.26,42.2
15032,-90.0,35.14
15036,-96.83,32.81
15039,-118.43,34.03
15041,-84.38,33.91
15043,-121.27,38.61
15045,-118.14,33.83
15046,-87.77,42.1
15048,-96.75,32.91
15049,-117.87,33.7
15050,-85.25,35.15
15051,-100.48,31.42
15052,-84.0,36.05
15056,-73.41,40.82
15061,-77.07,38.92
15062,-78.16,39.17
15063,-98.44,29.35
15065,-157.86,21.31
15067,-117.92,33.74
15068,-87.64,41.9
15070,-98.39,29.51
15075,-77.02,38.89
15076,-97.46,35.22
15077,-95.52,30.08
15080,-93.71,32.56
15081,-81.59,28.52
15082,-74.3,40.46
15083,-92.38,38.96
15084,-85.76,38.2
15085,-94.48,37.09
15086,-117.12,32.68
15087,-80.18,25.83
15089,-75.49,40.04
15091,-117.82,34.0
15093,-112.05,33.64
15095,-117.68,33.6
15097,-122.31,47.73
15098,-117.29,33.04
15099,-71.23,42.33
15100,-82.3,34.83
15101,-117.24,34.47
15103,-157.86,21.31
15104,-77.08,38.9
15106,-77.37,35.58
15107,-112.06,33.64
15113,-90.15,32.4
15114,-105.6,39.76
15115,-76.35,39.53
15119,-73.86,40.96
15120,-86.18,39.66
15121,-81.48,41.16
15127,-74.31,40.99
15129,-115.12,36.03
15133,-115.17,36.14
15134,-122.22,47.93
15136,-82.35,29.64
15137,-73.99,40.75
15138,-117.87,34.14
15141,-72.86,41.82
15142,-121.14,37.75
15146,-105.05,39.92
15148,-77.12,39.02
15149,-122.12,37.67
15151,-71.21,41.75
15152,-83.02,40.11
15153,-88.82,42.24
15157,-82.37,28.07
15159,-121.74,38.54
15161,-74.55,40.91
15162,-80.85,32.26
15163,-118.07,34.07
15164,-80.19,25.86
15165,-117.34,33.18
15166,-75.28,40.0
15169,-76.82,38.9
15170,-122.11,37.4
15171,-97.62,30.53
15172,-87.3,41.47
15173,-76.01,36.76
15174,-82.54,28.03
15176,-111.9,33.67
15177,-84.47,39.08
15178,-84.3,30.44
15179,-97.07,32.94
15180,-81.39,30.2
15181,-122.19,47.62
15184,-81.55,30.18
15185,-119.31,36.29
15187,-71.15,42.38
15192,-121.99,47.2
15193,-88.27,42.16
15195,-96.81,32.87
15199,-98.28,29.53
15201,-123.08,44.63
15203,-84.17,34.09
15204,-90.19,41.84
15206,-87.97,42.24
15208,-73.87,40.71
15209,-73.83,40.71
15210,-118.4,33.89
15214,-121.05,37.69
15216,-92.08,30.19
15217,-89.65,39.76
15221,-117.45,33.75
15222,-81.23,32.28
15224,-122.6,47.09
15227,-115.14,36.06
15229,-116.97,32.63
15230,-77.31,38.83
15235,-73.98,40.69
15240,-112.13,33.84
15241,-84.4,39.23
15242,-110.95,32.27
15243,-82.63,34.53
15244,-93.35,37.24
15246,-78.87,42.89
15249,-71.19,42.39
15254,-90.35,38.79
15256,-82.78,39.91
15257,-111.51,40.66
15258,-111.87,40.73
15261,-76.81,40.31
15262,-83.13,42.63
15266,-121.78,36.94
15267,-92.16,46.81
15269,-81.47,28.48
15271,-87.92,41.51
15273,-74.61,40.58
15274,-116.75,32.83
15276,-76.52,38.3
15277,-73.97,40.8
15279,-121.55,37.01
15281,-82.82,40.09
15283,-111.72,33.38
15284,-86.83,33.21
15285,-87.64,41.88
15286,-122.25,47.85
15287,-82.43,35.35
15289,-97.37,27.71
15293,-75.58,39.97
15294,-122.18,47.62
15295,-97.4,32.67
15297,-84.09,35.92
15298,-87.69,41.96
15301,-122.21,37.71
15303,-116.31,43.55
15304,-122.24,47.59
15305,-88.01,42.96
15306,-118.41,33.92
15307,-97.14,32.59
15309,-84.39,33.82
15312,-83.6,42.59
15313,-121.36,38.6
15314,-118.45,34.17
15315,-81.64,41.14
15316,-119.76,39.53
15318,-74.69,40.78
15320,-74.27,40.89
15323,-84.38,33.79
15328,-118.81,34.02
15331,-110.94,32.29
15333,-86.01,39.93
15334,-82.57,27.97
15337,-121.46,37.76
15338,-87.9,42.95
15339,-80.05,40.36
15340,-121.27,38.66
15343,-121.3,38.87
15344,-84.52,39.22
15345,-73.47,41.08
15348,-121.9,37.3
15349,-83.18,35.31
15350,-80.94,35.1
15354,-73.55,40.76
15356,-76.53,37.4
15357,-82.93,40.14
15358,-79.95,40.46
15360,-104.72,39.57
15361,-121.96,37.53
15362,-122.63,45.42
15365,-122.3,47.45
15366,-97.72,30.68
15371,-155.99,19.65
15373,-83.02,40.16
15375,-71.08,42.35
15378,-110.93,32.32
15380,-108.48,45.81
15382,-94.73,39.02
15384,-96.7,40.81
15385,-105.25,40.01
15387,-122.26,38.02
15388,-84.16,31.59
15389,-80.88,35.45
15390,-79.95,40.44
15393,-122.02,47.7
15394,-121.97,36.98
15395,-77.04,38.9
15396,-122.32,47.61
15398,-80.13,26.37
15399,-118.31,34.1
15402,-96.96,32.89
15404,-122.3,37.9
15407,-92.1,46.78
15408,-95.65,29.88
15409,-93.28,45.15
15411,-74.29,40.72
15412,-79.06,43.09
15413,-77.03,38.9
15414,-118.41,34.06
15415,-118.35,33.83
15416,-80.14,25.91
15420,-84.26,36.01
15421,-121.94,37.41
15423,-84.28,39.16
15424,-77.57,37.5
15425,-80.32,25.68
15428,-75.06,40.05
15429,-114.28,34.46
15430,-89.95,38.79
15431,-119.24,34.26
15432,-117.32,33.98
15434,-83.22,42.14
15435,-117.92,33.62
15436,-84.55,33.95
15437,-88.96,39.89
15439,-106.07,39.63
15442,-81.96,27.98
15444,-110.95,32.18
15445,-82.86,40.05
15450,-69.98,43.94
15452,-95.26,38.93
15453,-95.66,29.61
15454,-77.4,39.03
15455,-92.33,38.95
15456,-117.35,33.16
15458,-95.5,29.79
15460,-122.64,45.52
15462,-97.74,30.29
15463,-81.06,32.04
15464,-95.54,29.96
15465,-79.95,32.78
15467,-121.34,38.69
15469,-76.51,37.13
15471,-79.16,40.62
15472,-97.61,38.8
15473,-97.48,35.24
15475,-77.05,38.91
15477,-73.95,41.02
15478,-98.52,29.36
15480,-89.8,35.05
15481,-121.43,38.55
15487,-116.39,33.76
15489,-81.5,30.06
15491,-112.33,34.59
15492,-121.88,37.25
15496,-117.96,33.76
15497,-98.49,29.42
15498,-81.79,26.48
15499,-91.59,41.68
15500,-80.33,25.76
15502,-80.72,28.29
15503,-87.91,41.98
15506,-122.08,37.68
15507,-96.84,32.95
15508,-81.62,41.13
15510,-77.06,38.78
15511,-118.47,34.26
15512,-92.33,42.46
15513,-122.31,47.31
15514,-117.53,34.11
15516,-104.92,39.74
15517,-120.66,35.49
15523,-98.28,29.6
15524,-71.18,42.38
15525,-98.44,45.46
15526,-120.63,40.41
15527,-74.01,40.73
15528,-81.52,40.77
15529,-105.1,40.02
15534,-75.49,40.56
15535,-98.51,29.61
15536,-106.29,35.88
15538,-87.63,41.88
15539,-93.56,45.28
15541,-122.29,37.53
15542,-74.02,40.71
15544,-118.15,34.14
15550,-75.14,40.22
15552,-80.0,32.78
15555,-121.99,37.81
15556,-122.62,45.45
15559,-86.43,32.47
15560,-122.91,45.5
15561,-121.33,38.64
15562,-82.54,27.34
15563,-74.04,40.72
15565,-88.06,42.38
15567,-104.79,40.42
15569,-71.27,42.49
15570,-115.18,36.1
15571,-118.39,33.99
15573,-73.96,40.78
15574,-73.89,40.86
15575,-122.23,47.54
15576,-74.82,40.04
15581,-74.05,40.23
15584,-149.84,61.14
15586,-95.48,30.18
15587,-95.53,30.21
15588,-87.69,41.99
15589,-115.11,36.0
15590,-97.19,32.68
15591,-117.74,33.65
15592,-115.53,32.77
15593,-118.76,34.15
15598,-87.88,42.01
15599,-122.18,48.15
15601,-117.57,47.51
15603,-114.03,46.91
15606,-71.45,42.93
15609,-112.03,33.38
15610,-122.1,37.42
15611,-122.05,37.55
15613,-118.39,33.91
15617,-115.15,36.08
15618,-108.5,45.78
15619,-97.11,32.73
15621,-121.81,36.67
15623,-97.75,30.4
15626,-93.21,45.57
15627,-117.94,33.86
15630,-120.83,37.06
15632,-117.72,33.55
15633,-123.08,44.07
15634,-122.09,37.38
15637,-92.44,35.11
15638,-104.9,39.72
15639,-112.07,33.49
15641,-118.62,34.19
15643,-96.34,30.62
15645,-75.96,43.97
15646,-87.98,44.46
15647,-117.75,33.65
15648,-105.13,40.14
15649,-80.17,26.37
15650,-75.24,40.01
15651,-112.02,46.59
15654,-74.01,40.71
15655,-122.51,47.17
15657,-85.15,41.08
15658,-116.3,33.76
15659,-85.59,42.92
15663,-95.89,36.19
15664,-80.94,35.22
15665,-80.86,35.44
15667,-80.21,25.79
15668,-84.5,38.04
15669,-86.05,35.46
15672,-117.83,33.57
15673,-149.57,61.32
15674,-96.86,33.0
15676,-118.03,34.04
15677,-92.22,34.73
15678,-98.48,29.5
15679,-74.07,41.04
15680,-117.15,32.83
15682,-122.06,37.37
15683,-80.09,26.85
15685,-122.61,48.51
15686,-74.0,40.76
15688,-123.04,45.52
15689,-76.47,39.38
15693,-120.7,35.58
15698,-84.38,44.27
15700,-88.08,41.53
15701,-122.43,37.79
15702,-73.98,40.75
15705,-75.64,40.97
15708,-93.37,45.14
15710,-84.9,32.38
15711,-87.68,41.96
15714,-115.18,36.26
15715,-79.0,35.13
15716,-122.33,37.53
15717,-122.11,47.94
15718,-105.11,39.77
15720,-88.47,44.27
15721,-73.5,40.73
15723,-116.69,35.26
15728,-123.85,45.46
15729,-122.29,47.14
15732,-74.49,41.19
15733,-121.33,38.63
15734,-88.73,41.95
15735,-95.42,29.04
15737,-94.65,31.62
15738,-81.21,29.56
15740,-157.92,21.33
15742,-115.16,36.19
15743,-101.82,33.66
15744,-77.08,38.76
15745,-87.8,42.11
15747,-81.43,28.49
15748,-84.55,39.05
15749,-92.91,42.04
15750,-75.57,40.0
15757,-124.15,40.58
15758,-92.11,37.75
15760,-73.98,40.75
15761,-122.22,37.48
15764,-81.31,28.43
15765,-121.49,38.58
15766,-118.07,34.14
15768,-121.33,38.77
15770,-76.62,39.29
15771,-96.89,32.86
15772,-122.93,39.05
15776,-118.31,33.87
15779,-88.98,30.4
15783,-75.55,39.74
15784,-87.85,41.17
15785,-122.09,47.7
15787,-94.21,36.08
15788,-83.36,42.5
15790,-73.83,40.76
15791,-80.88,34.13
15794,-85.74,39.53
15795,-122.67,47.57
15796,-98.29,26.2
15799,-111.84,33.25
15800,-73.68,42.74
15801,-112.47,34.55
15805,-76.38,37.04
15806,-116.95,33.92
15807,-95.95,36.02
15808,-117.21,33.89
15809,-87.65,41.92
15810,-76.02,36.77
15812,-80.65,28.03
15816,-91.52,41.68
15817,-79.97,32.78
15818,-80.86,35.48
15821,-94.76,38.91
15822,-77.27,39.18
15824,-87.85,41.85
15825,-122.17,37.44
15826,-105.96,35.65
15827,-118.51,34.16
15829,-84.45,38.01
15832,-77.05,38.84
15833,-106.55,35.13
15834,-119.06,35.41
15835,-77.43,39.0
15838,-86.24,41.63
15840,-90.16,30.01
15842,-71.4,41.83
15844,-86.81,35.96
15847,-86.06,39.49
15848,-96.92,32.65
15849,-96.46,32.74
15850,-117.55,34.07
15851,-115.31,36.16
15855,-118.06,33.99
15860,-72.55,42.06
15861,-96.84,33.18
15863,-105.08,39.84
15864,-115.19,36.12
15865,-96.28,32.7
15866,-122.45,37.78
15868,-88.36,41.8
15869,-122.48,37.66
15872,-85.84,38.31
15873,-93.71,32.56
15874,-77.41,39.42
15876,-80.02,40.55
15878,-121.8,39.73
15879,-81.03,34.0
15882,-106.5,31.77
15886,-84.45,33.64
15888,-96.96,32.86
15889,-71.48,42.55
15890,-98.66,29.55
15891,-85.2,41.07
15892,-82.36,28.17
15893,-84.25,39.36
15895,-122.63,47.61
15896,-97.33,27.72
15898,-81.49,28.45
15899,-85.59,30.16
15908,-101.92,33.59
15909,-122.28,37.78
15910,-73.36,40.71
15917,-117.93,33.83
15921,-118.55,34.04
15924,-97.61,38.8
15926,-119.33,36.3
15928,-79.89,36.09
15931,-104.8,38.99
15933,-118.15,34.14
15934,-83.35,42.4
15935,-104.62,38.32
15937,-81.08,29.18
15939,-119.21,34.28
15942,-122.61,47.36
15945,-93.21,44.73
15946,-76.55,38.99
15947,-95.64,29.78
15951,-118.11,33.93
15952,-90.03,29.89
15957,-119.11,35.41
15959,-87.63,41.88
15960,-118.36,33.83
15961,-117.37,33.99
15962,-118.11,33.78
15963,-121.62,36.7
15964,-118.26,34.05
15965,-89.98,35.05
15969,-88.06,41.86
15970,-80.11,40.35
15977,-84.04,35.93
15979,-122.23,47.27
15982,-79.2,34.69
15983,-120.83,35.31
15984,-121.65,36.71
15988,-104.79,38.93
15990,-105.81,39.95
15992,-122.17,47.54
15994,-96.7,33.11
15996,-122.67,45.72
15997,-122.52,37.9
15999,-74.53,40.92
16000,-80.06,40.34
16001,-86.49,42.08
16002,-88.99,42.27
16003,-75.19,39.95
16007,-156.47,20.89
16008,-77.02,38.9
16009,-93.24,44.85
16010,-73.69,40.69
16015,-87.91,43.03
16021,-120.92,37.64
16023,-115.39,35.61
16024,-77.05,38.9
16025,-88.18,43.03
16029,-76.11,36.79
16030,-97.12,32.61
16033,-87.94,42.87
16034,-118.56,34.24
16036,-121.18,44.26
16038,-97.48,32.76
16041,-122.34,47.74
16044,-81.36,28.63
16046,-79.96,36.04
16051,-111.98,40.79
16054,-122.79,45.0
