,Longitude,Latitude
2249,-122.44,37.74
2251,-88.05,43.07
2253,-118.07,33.97
2255,-121.96,37.76
2257,-86.85,36.13
2258,-122.65,41.7
2260,-118.03,33.79
2261,-96.82,32.93
2268,-97.0,28.86
2270,-117.83,33.7
2272,-70.89,42.56
2276,-87.65,41.88
2277,-119.71,36.81
2278,-117.28,34.17
2279,-83.8,34.31
2280,-73.79,40.65
2283,-158.01,21.4
2284,-92.62,34.61
2288,-122.51,47.27
2290,-82.52,27.39
2293,-117.92,33.81
2294,-118.35,34.02
2296,-86.01,39.96
2297,-87.63,41.88
2298,-76.1,43.05
2299,-122.37,47.52
2300,-122.52,47.64
2301,-122.31,37.55
2306,-122.48,37.78
2307,-86.8,36.15
2308,-122.6,45.55
2311,-119.66,36.84
2313,-78.58,35.87
2316,-112.13,33.84
2317,-118.4,34.16
2319,-88.43,42.15
2322,-122.55,45.62
2323,-93.33,44.88
2325,-117.92,33.85
2326,-117.49,47.74
2327,-115.32,36.16
2328,-117.16,32.78
2330,-80.09,26.69
2331,-120.84,38.71
2333,-105.05,39.87
2336,-88.71,34.3
2341,-122.09,37.37
2344,-116.55,48.28
2346,-81.71,35.74
2348,-104.99,39.96
2350,-93.49,45.13
2351,-94.15,45.57
2353,-117.38,34.43
2356,-77.07,38.89
2358,-115.14,36.17
2362,-82.33,27.93
2364,-118.35,46.05
2365,-121.64,37.13
2366,-80.85,35.17
2371,-85.98,41.44
2372,-117.44,47.72
2373,-121.27,38.61
2378,-77.77,38.73
2379,-80.26,25.78
2380,-95.97,41.14
2382,-74.43,40.75
2384,-80.86,35.79
2387,-117.32,34.51
2389,-94.83,29.27
2390,-118.44,34.06
2391,-95.41,29.81
2392,-88.14,42.05
2393,-111.99,33.76
2394,-86.04,39.8
2395,-93.44,44.97
2396,-74.13,41.32
2398,-77.41,35.61
2401,-84.14,39.87
2402,-93.26,38.71
2403,-78.7,42.99
2406,-81.77,33.57
2408,-112.01,33.48
2409,-95.94,41.26
2410,-83.76,31.19
2411,-80.0,32.81
2412,-73.95,40.79
2415,-77.44,37.54
2416,-87.64,41.87
2417,-117.79,33.85
2418,-95.55,29.77
2420,-112.77,33.96
2421,-80.46,27.64
2423,-73.99,40.76
2424,-73.97,40.76
2425,-72.53,41.81
2426,-76.73,39.98
2428,-90.49,30.5
2429,-80.93,35.22
2430,-122.06,37.9
2431,-119.09,35.4
2434,-117.87,33.75
2435,-74.17,40.58
2438,-95.19,29.66
2439,-77.36,38.96
2440,-118.44,33.98
2441,-121.98,37.31
2442,-95.46,29.69
2443,-114.96,36.01
2445,-95.16,29.58
2448,-118.09,33.86
2451,-93.24,44.95
2453,-121.13,44.64
2455,-112.05,33.31
2456,-104.91,39.67
2457,-89.76,35.06
2458,-74.62,40.59
2460,-71.52,42.29
2461,-119.78,39.47
2465,-98.48,29.52
2466,-72.75,41.79
2471,-117.27,33.07
2472,-77.29,39.22
2476,-88.33,42.18
2478,-122.31,47.73
2483,-82.75,27.82
2484,-117.93,34.13
2488,-122.39,37.78
2489,-87.91,43.04
2490,-73.98,40.81
2493,-115.17,36.11
2494,-82.26,34.86
2495,-77.5,39.08
2498,-116.23,33.71
2499,-97.83,30.45
2502,-95.44,29.73
2505,-97.91,36.39
2506,-104.98,39.65
2511,-71.16,42.74
2512,-111.54,40.72
2513,-87.61,41.89
2514,-76.67,39.19
2515,-87.91,41.75
2517,-122.34,47.61
2519,-76.61,39.29
2520,-118.33,33.95
2522,-77.61,43.09
2524,-72.63,42.32
2525,-76.32,36.83
2526,-110.92,32.22
2530,-118.0,33.85
2531,-119.0,34.22
2534,-104.81,39.89
2535,-82.68,34.55
2536,-98.46,29.48
2537,-118.27,34.04
2542,-85.01,41.13
2545,-80.88,34.11
2546,-117.91,33.68
2547,-122.29,47.25
2548,-117.83,33.76
2551,-78.88,38.43
2554,-87.63,41.9
2556,-121.77,37.3
2557,-122.66,45.53
2560,-120.88,37.52
2561,-122.6,45.69
2562,-88.0,41.65
2564,-71.03,42.38
2565,-115.25,36.22
2566,-95.49,30.19
2567,-81.8,26.27
2568,-75.16,39.95
2573,-96.06,41.21
2579,-122.82,38.39
2580,-92.44,41.01
2581,-77.1,38.94
2582,-86.13,40.0
2583,-112.03,46.6
2584,-122.67,45.68
2585,-77.45,37.54
2586,-117.67,35.63
2587,-122.21,47.29
2591,-80.14,26.07
2593,-117.78,33.89
2596,-118.07,33.78
2599,-95.69,29.97
2601,-104.88,39.56
2605,-122.21,47.81
2608,-115.17,36.09
2610,-95.56,29.77
2613,-84.38,39.2
2614,-98.62,29.59
2615,-117.99,33.69
2616,-97.1,32.78
2617,-71.0,41.64
2621,-83.57,35.83
2622,-81.6,41.51
2625,-117.86,33.68
2628,-84.51,39.1
2629,-122.01,37.31
2630,-80.11,26.14
2631,-75.17,39.95
2632,-87.62,41.89
2634,-87.76,42.08
2637,-105.08,39.68
2638,-76.61,39.29
2641,-96.18,41.2
2642,-92.21,38.58
2643,-105.95,35.68
2644,-96.8,32.91
2645,-91.02,30.44
2646,-121.83,37.32
2647,-118.26,33.84
2649,-117.08,33.02
2650,-87.98,41.91
2653,-87.63,41.88
2659,-104.65,38.24
2660,-73.98,40.76
2661,-75.09,40.09
2662,-84.21,39.63
2663,-117.93,33.62
2665,-104.63,38.31
2666,-122.16,37.45
2667,-122.75,38.47
2668,-76.62,39.35
2669,-86.85,33.36
2670,-112.22,33.61
2671,-102.8,46.88
2672,-105.08,40.58
2674,-117.86,33.68
2680,-122.44,47.25
2684,-117.92,33.86
2687,-122.8,45.49
2688,-121.85,39.75
2691,-93.08,44.89
2695,-112.15,33.58
2697,-83.64,43.02
2698,-82.27,38.42
2699,-111.83,41.72
2703,-77.8,38.73
2704,-120.6,35.12
2706,-71.02,42.38
2708,-158.0,21.43
2709,-71.23,42.49
2710,-122.95,45.3
2711,-122.81,45.5
2713,-121.96,38.36
2714,-122.13,47.67
2715,-99.76,32.4
2716,-89.66,44.96
2717,-121.95,37.27
2718,-81.39,28.69
2720,-83.09,42.56
2723,-95.61,29.92
2724,-114.61,32.7
2726,-90.23,38.63
2727,-95.59,29.78
2728,-85.3,35.05
2730,-92.96,44.83
2731,-70.95,42.55
2733,-80.27,26.15
2736,-123.1,45.52
2738,-115.17,36.1
2739,-117.22,47.63
2745,-73.43,40.87
2746,-77.53,37.5
2748,-104.83,39.7
2749,-118.13,34.14
2750,-85.76,38.22
2751,-122.4,37.79
2753,-85.36,38.38
2758,-118.45,34.17
2765,-75.65,40.06
2767,-112.37,33.66
2768,-77.91,34.22
2769,-95.35,29.99
2772,-78.65,35.79
2773,-122.27,47.52
2774,-84.18,39.45
2775,-83.14,42.7
2776,-74.29,39.71
2777,-77.34,39.33
2778,-95.59,30.19
2779,-77.29,38.65
2780,-90.33,38.51
2781,-71.05,42.35
2785,-118.41,33.95
2786,-86.22,43.07
2792,-84.24,30.43
2793,-98.6,29.61
2794,-122.22,47.79
2795,-90.15,32.36
2796,-117.91,33.67
2797,-93.48,45.13
2798,-84.33,33.87
2800,-86.93,33.33
2804,-96.86,32.86
2806,-118.94,34.99
2808,-73.98,40.79
2809,-104.9,39.65
2810,-84.38,33.78
2811,-97.23,32.93
2813,-84.78,43.59
2814,-90.06,29.94
2816,-71.5,41.7
2818,-118.32,34.17
2820,-98.23,26.24
2822,-78.82,42.99
2824,-118.15,34.13
2825,-75.25,40.22
2828,-80.26,25.79
2830,-122.34,47.61
2831,-118.22,34.14
2833,-97.81,30.48
2838,-89.98,38.6
2840,-117.12,33.59
2841,-88.0,41.97
2842,-114.6,35.02
2844,-87.67,41.84
2845,-91.59,41.68
2849,-78.62,35.87
2850,-76.65,39.37
2853,-77.97,38.48
2856,-79.18,40.61
2859,-119.31,46.26
2860,-121.49,38.57
2861,-122.21,47.1
2862,-106.58,31.87
2868,-73.93,40.76
2872,-89.87,35.1
2873,-84.75,33.89
2874,-93.24,44.98
2876,-87.62,41.89
2880,-84.46,33.43
2883,-121.89,37.38
2884,-122.34,47.62
2885,-111.7,40.3
2887,-111.93,33.48
2888,-117.89,33.7
2889,-122.32,47.61
2892,-74.01,40.7
2893,-104.92,39.71
2895,-97.62,35.46
2897,-71.16,42.35
2898,-88.1,41.83
2899,-73.18,44.47
2901,-89.0,42.72
2904,-87.73,42.04
2905,-117.8,34.04
2907,-117.01,32.78
2908,-71.23,42.41
2909,-119.75,39.4
2912,-95.26,29.67
2915,-75.84,43.1
2918,-97.19,32.91
2921,-121.52,38.5
2923,-110.84,32.22
2924,-90.7,38.78
2926,-87.82,42.15
2928,-89.56,37.33
2929,-71.08,42.35
2930,-121.94,37.29
2931,-105.95,32.9
2937,-105.0,39.91
2939,-117.12,34.03
2942,-92.67,37.68
2943,-117.2,34.12
2944,-104.87,39.41
2947,-118.5,34.23
2949,-117.89,33.69
2951,-112.15,33.57
2952,-118.07,33.8
2955,-112.14,33.87
2957,-77.09,38.98
2958,-108.76,35.54
2961,-97.09,32.01
2962,-84.33,33.79
2964,-76.55,39.08
2965,-111.95,41.18
2967,-86.0,39.96
2968,-96.8,32.79
2972,-86.16,39.6
2973,-103.21,44.08
2974,-74.96,39.93
2975,-75.68,41.36
2977,-91.65,42.04
2978,-122.59,46.93
2981,-118.3,34.17
2982,-105.07,40.52
2984,-89.76,35.21
2985,-96.78,32.84
2986,-82.91,40.03
2987,-97.11,33.14
2988,-86.16,39.76
2990,-117.34,34.47
2991,-77.99,39.44
3001,-77.42,39.03
3002,-117.14,33.55
3004,-87.97,41.75
3008,-112.4,33.64
3010,-81.16,35.22
3011,-96.31,30.61
3013,-98.38,40.92
3014,-89.99,35.15
3015,-80.28,25.82
3020,-97.31,32.54
3021,-122.28,37.79
3022,-84.47,33.92
3027,-121.3,38.88
3028,-75.24,40.23
3029,-104.8,39.97
3031,-122.36,47.62
3032,-93.51,44.97
3033,-98.5,29.44
3034,-116.54,33.81
3035,-73.07,40.95
3036,-90.65,40.46
3037,-121.27,38.1
3043,-74.0,40.74
3045,-77.8,38.73
3047,-93.23,44.97
3048,-79.69,40.32
3049,-96.77,43.51
3051,-122.33,47.6
3052,-112.04,33.51
3053,-123.9,46.16
3054,-120.49,46.58
3055,-122.91,46.6
3056,-95.38,29.56
3058,-122.28,37.83
3059,-73.76,42.73
3064,-121.12,38.65
3065,-81.46,28.48
3067,-122.74,45.4
3068,-97.51,35.46
3069,-115.28,36.13
3072,-82.46,40.4
3073,-71.7,42.28
3080,-84.04,35.93
3081,-95.27,30.02
3084,-81.99,34.94
3085,-101.87,33.59
3086,-105.08,39.71
3087,-114.34,34.47
3092,-94.72,39.31
3093,-74.43,40.55
3094,-74.85,43.05
3095,-80.25,26.1
3097,-80.27,25.79
3098,-122.33,47.61
3099,-81.23,41.29
3100,-73.99,40.76
3101,-73.84,40.85
3103,-111.89,40.88
3105,-118.29,34.16
3107,-78.7,42.95
3112,-91.05,30.42
3114,-120.66,35.3
3116,-117.25,33.37
3117,-117.39,33.96
3118,-77.06,38.86
3120,-105.06,40.55
3121,-82.52,36.54
3122,-118.27,34.06
3123,-82.9,42.64
3124,-122.26,37.55
3126,-120.66,35.3
3128,-73.82,40.9
3129,-70.25,43.66
3130,-117.4,47.77
3132,-112.4,33.46
3134,-122.19,47.53
3135,-74.14,41.06
3136,-121.95,37.56
3138,-96.69,43.55
3139,-93.27,37.16
3143,-85.64,44.73
3151,-117.37,47.63
3152,-82.08,33.49
3155,-122.47,47.22
3156,-70.23,43.72
3157,-73.98,40.74
3158,-97.7,30.63
3159,-83.2,42.47
3162,-90.07,32.28
3163,-81.46,28.49
3164,-74.29,41.01
3165,-97.19,31.53
3166,-121.93,37.7
3169,-88.11,41.89
3170,-97.05,33.01
3174,-80.1,40.38
3175,-81.26,28.62
3177,-120.7,35.53
3180,-81.62,28.33
3181,-95.97,41.14
3184,-96.35,30.62
3185,-124.24,43.41
3186,-82.83,34.68
3187,-118.4,33.95
3188,-117.42,47.72
3191,-104.94,39.71
3192,-114.49,32.63
3193,-82.61,28.02
3194,-118.3,33.89
3195,-122.0,37.82
3198,-122.21,47.81
3200,-75.9,42.14
3209,-118.62,34.45
3210,-74.23,40.41
3211,-117.44,34.14
3216,-97.35,37.65
3217,-84.34,33.92
3218,-122.23,47.92
3220,-120.54,47.0
3221,-121.31,38.77
3222,-121.28,38.58
3223,-117.25,33.37
3227,-93.74,41.63
3228,-73.6,40.74
3230,-122.48,37.7
3232,-106.52,39.63
3233,-86.55,34.68
3234,-83.86,34.2
3238,-86.18,32.38
3242,-83.06,40.02
3245,-108.58,45.76
3246,-122.16,47.39
3249,-80.14,25.78
3250,-76.0,42.09
3251,-93.99,29.95
3254,-121.96,37.24
3255,-95.95,41.26
3256,-119.12,35.35
3257,-78.7,42.88
3259,-81.34,35.75
3260,-117.14,33.14
3261,-86.27,39.73
3265,-110.76,43.48
3268,-122.26,47.45
3270,-77.45,38.89
3274,-122.43,37.8
3278,-88.19,41.76
3280,-122.26,47.46
3283,-122.11,47.67
3284,-80.95,35.32
3286,-117.44,34.07
3287,-76.0,36.86
3289,-95.02,29.54
3291,-94.19,45.55
3293,-104.99,39.94
3294,-88.37,41.72
3295,-117.19,33.56
3297,-117.83,33.7
3298,-96.79,33.03
3299,-118.53,34.26
3300,-117.17,33.68
3302,-117.47,34.15
3304,-73.42,40.73
3306,-100.9,29.39
3308,-95.75,29.54
3309,-78.96,35.92
3314,-122.31,47.36
3315,-124.17,40.8
3316,-121.74,37.7
3318,-121.86,37.25
3319,-122.54,47.22
3320,-114.04,35.23
3322,-111.98,33.68
3323,-88.79,33.45
3324,-122.26,47.46
3325,-82.94,32.54
3326,-115.05,36.04
3327,-121.85,36.6
3330,-115.19,36.13
3331,-70.96,42.45
3332,-84.39,33.76
3335,-76.2,36.76
3336,-95.39,29.58
3338,-80.88,35.48
3341,-105.04,40.55
3343,-80.42,37.16
3344,-73.3,41.14
3350,-119.79,36.74
3352,-116.97,33.73
3354,-118.25,34.05
3355,-92.6,38.16
3359,-83.06,39.88
3360,-105.96,35.65
3361,-78.96,35.07
3362,-84.62,38.89
3363,-157.83,21.28
3364,-122.23,37.49
3366,-74.01,40.71
3367,-122.33,47.47
3368,-88.29,42.21
3370,-110.86,32.19
3371,-110.93,32.32
3372,-104.87,39.69
3373,-118.19,33.97
3374,-117.93,33.99
3378,-96.45,32.74
3380,-78.6,35.9
3381,-104.85,39.7
3382,-82.46,27.95
3384,-93.45,45.1
3387,-78.79,35.7
3391,-103.73,44.38
3392,-122.53,45.5
3393,-84.46,33.43
3394,-71.12,42.67
3396,-82.96,41.37
3399,-75.17,39.95
3401,-80.17,26.53
3402,-117.92,33.68
3403,-86.81,33.23
3410,-112.11,33.48
3411,-117.64,34.13
3412,-90.16,30.0
3414,-87.88,42.28
3415,-82.2,41.43
3416,-80.81,35.06
3417,-88.19,42.07
3421,-116.53,33.82
3422,-95.76,30.0
3423,-120.43,34.92
3425,-87.91,41.98
3426,-80.2,26.37
3433,-118.34,34.18
3437,-99.48,27.61
3440,-80.39,27.62
3441,-87.62,41.89
3444,-97.0,33.04
3446,-117.04,32.74
3449,-104.87,39.67
3450,-97.35,32.52
3452,-84.49,34.66
3455,-121.95,37.95
3456,-105.59,41.32
3458,-86.92,40.45
3459,-121.72,37.72
3463,-91.75,37.95
3464,-87.21,30.47
3465,-98.47,29.61
3469,-82.9,40.08
3473,-77.01,38.91
3475,-119.76,36.86
3481,-122.39,37.6
3482,-156.49,20.89
3483,-73.44,40.74
3485,-75.65,35.99
3486,-86.35,39.95
3487,-79.95,40.88
3488,-78.82,35.81
3489,-81.37,41.66
3491,-73.92,40.77
3495,-115.35,36.16
3499,-112.17,33.38
3500,-121.63,39.15
3504,-112.29,33.6
3508,-71.07,42.34
3510,-85.58,43.06
3512,-81.71,28.55
3513,-122.63,38.24
3514,-93.38,44.75
3515,-88.26,41.92
3516,-117.84,33.73
3517,-85.75,38.25
3518,-76.56,38.94
3519,-83.26,42.6
3520,-97.02,33.01
3527,-111.58,33.18
3529,-84.22,31.61
3533,-77.31,38.51
3534,-84.34,33.95
3535,-120.48,37.32
3536,-118.47,34.23
3538,-95.34,29.72
3541,-73.97,40.69
3543,-95.89,36.0
3545,-77.33,38.94
3547,-118.4,33.99
3548,-104.79,39.69
3550,-119.78,36.81
3552,-119.27,46.23
3553,-73.68,43.33
3555,-118.37,34.16
3556,-119.25,34.27
3558,-104.82,38.84
3559,-88.2,41.52
3561,-83.01,40.12
3563,-94.04,33.46
3567,-102.35,31.89
3569,-83.04,42.33
3572,-74.06,40.78
3574,-70.9,42.25
3579,-117.49,33.9
3581,-96.84,33.11
3582,-76.13,36.87
3583,-74.03,40.73
3584,-77.51,37.38
3586,-122.72,38.35
3592,-121.29,38.0
3594,-121.94,37.34
3595,-85.16,34.25
3596,-83.63,42.25
3597,-85.77,38.31
3598,-121.06,38.92
3599,-86.12,40.0
3600,-83.62,41.68
3601,-121.66,36.72
3602,-123.09,44.03
3606,-82.58,28.07
3607,-122.32,47.29
3608,-97.1,32.88
3609,-122.21,47.48
3611,-84.47,39.3
3613,-79.18,37.35
3614,-118.34,34.07
3615,-84.44,39.15
3616,-121.49,38.58
3619,-88.12,41.8
3620,-81.86,41.16
3622,-94.76,39.12
3623,-85.96,41.69
3626,-87.95,42.93
3628,-93.27,44.97
3629,-73.99,40.74
3630,-122.52,47.64
3632,-112.01,33.44
3634,-118.04,33.72
3637,-119.27,47.13
3638,-104.72,39.58
3641,-75.44,40.65
3644,-118.0,33.94
3645,-112.07,33.47
3647,-92.53,44.07
3649,-77.41,38.47
3651,-77.89,34.2
3652,-106.53,35.07
3654,-88.24,40.14
3656,-74.34,40.55
3657,-83.67,42.25
3658,-98.5,29.52
3660,-104.76,41.16
3663,-83.58,35.8
3664,-80.28,36.19
3666,-117.86,33.66
3668,-83.18,42.56
3670,-107.89,37.27
3671,-97.74,30.27
3672,-80.24,26.12
3674,-118.61,34.22
3675,-70.84,42.14
3676,-87.91,42.99
3678,-119.88,36.83
3681,-80.38,25.73
3682,-122.7,45.53
3683,-77.03,38.93
3686,-93.25,45.06
3687,-77.36,38.86
3689,-117.4,47.67
3690,-79.83,32.83
3691,-122.28,47.54
3694,-75.47,40.6
3695,-86.62,36.3
3696,-95.33,29.99
3697,-86.17,39.84
3698,-95.83,41.24
3699,-81.41,28.69
3700,-87.38,39.47
3702,-112.1,33.54
3703,-71.5,42.16
3706,-80.1,36.11
3709,-77.35,37.6
3713,-83.08,42.49
3714,-122.76,45.49
3715,-84.49,33.84
3716,-72.62,41.72
3717,-82.6,28.5
3719,-122.91,45.5
3722,-86.52,36.35
3728,-71.36,42.62
3730,-96.46,32.9
3731,-94.63,38.96
3732,-96.04,41.18
3739,-80.81,35.06
3741,-86.13,39.96
3742,-73.96,40.77
3743,-77.51,39.03
3745,-117.39,34.43
3746,-115.04,36.06
3747,-86.72,33.53
3753,-95.25,38.94
3754,-76.99,38.99
3758,-88.74,34.26
3762,-82.83,27.98
3764,-121.93,37.29
3765,-122.68,45.53
3766,-86.82,36.11
3767,-82.02,39.98
3768,-96.32,30.64
3770,-119.08,35.44
3774,-90.16,44.68
3775,-122.51,47.17
3779,-104.74,38.93
3780,-100.84,37.98
3782,-75.04,39.92
3783,-122.31,47.66
3787,-122.28,47.66
3788,-73.78,40.65
3790,-73.98,40.74
3791,-117.4,47.75
3792,-77.05,38.81
3793,-83.91,34.18
3794,-88.07,43.04
3795,-112.24,33.68
3796,-122.51,47.19
3797,-110.86,32.22
3798,-86.08,39.7
3799,-117.07,33.02
3800,-92.33,42.46
3801,-73.87,40.73
3804,-118.56,34.42
3806,-93.15,45.06
3807,-73.92,40.61
3808,-71.03,42.52
3810,-112.07,33.64
3811,-121.5,45.71
3815,-81.96,33.5
3816,-96.97,32.92
3819,-88.05,43.01
3821,-90.19,38.63
3822,-122.03,37.98
3823,-80.29,25.7
3824,-88.96,40.51
3825,-84.22,33.51
3827,-81.73,41.43
3829,-86.78,36.16
3830,-122.66,45.68
3831,-122.39,37.79
3832,-121.84,38.46
3833,-71.06,42.35
3836,-119.8,39.53
3837,-76.95,39.41
3838,-80.05,40.34
3839,-122.43,45.53
3840,-106.59,39.64
3842,-111.89,40.66
3844,-117.25,33.0
3845,-96.65,32.86
3846,-93.29,44.96
3847,-122.29,38.0
3848,-118.34,34.15
3851,-82.51,27.94
3852,-75.53,39.88
3857,-114.41,32.66
3858,-81.77,41.49
3861,-117.91,33.99
3863,-122.87,42.34
3865,-73.1,40.88
3866,-118.21,34.06
3867,-80.26,40.5
3868,-83.91,34.07
3869,-73.5,41.15
3872,-122.4,47.64
3873,-77.69,43.13
3875,-88.07,41.96
3876,-73.85,42.69
3878,-122.48,45.53
3882,-81.44,28.3
3883,-91.72,41.96
3884,-81.66,30.43
3885,-117.2,32.73
3886,-83.74,42.24
3888,-80.85,32.25
3889,-111.91,33.49
3891,-96.77,32.98
3893,-80.14,26.07
3894,-122.04,37.37
3895,-117.22,32.85
3896,-122.47,37.74
3897,-84.39,34.0
3899,-73.78,41.27
3900,-87.68,42.05
3901,-84.47,33.88
3904,-117.04,32.63
3906,-121.62,37.89
3907,-75.21,40.01
3908,-79.94,40.64
3909,-71.09,42.34
3911,-94.73,31.3
3915,-83.57,35.88
3917,-79.04,35.91
3918,-78.88,42.92
3920,-117.3,33.66
3921,-122.15,47.62
3922,-106.68,35.21
3923,-117.99,33.73
3924,-80.46,25.68
3929,-77.59,43.14
3930,-117.89,33.76
3932,-95.75,29.54
3935,-122.28,37.56
3936,-84.53,34.12
3938,-118.11,33.76
3939,-98.24,32.2
3942,-83.13,42.64
3944,-117.52,33.89
3945,-119.46,36.6
3946,-86.79,33.45
3947,-122.8,45.4
3948,-77.01,38.9
3949,-118.42,33.96
3950,-75.27,40.0
3953,-117.1,47.67
3954,-117.04,46.42
3955,-118.38,33.77
3956,-95.89,36.02
3958,-76.54,39.08
3959,-122.34,47.61
3961,-87.89,42.56
3963,-83.44,42.5
3964,-80.15,26.62
3965,-71.02,42.22
3966,-122.13,48.18
3967,-118.54,34.26
3968,-96.05,41.23
3969,-118.35,33.84
3970,-77.13,38.83
3971,-84.31,39.31
3972,-92.3,38.95
3975,-84.0,33.98
3976,-121.3,44.07
3979,-76.81,39.25
3981,-84.38,39.38
3982,-118.18,33.81
3983,-122.33,47.58
3984,-122.34,47.63
3986,-75.54,39.83
3987,-80.27,27.23
3988,-118.33,33.8
3989,-122.98,46.73
3991,-97.64,35.56
3992,-83.79,42.54
3994,-111.89,33.7
3995,-122.26,37.82
3996,-121.2,45.61
3998,-85.24,35.12
3999,-78.95,36.02
4000,-74.08,40.81
4001,-122.4,37.79
4002,-84.46,34.24
4003,-71.22,42.76
4004,-95.36,29.75
4008,-117.12,32.75
4009,-117.7,33.47
4010,-112.39,33.45
4011,-118.05,33.97
4015,-86.78,36.17
4016,-85.99,39.9
4018,-93.16,45.01
4020,-84.08,39.77
4021,-76.47,36.86
4022,-82.33,27.93
4026,-83.2,42.73
4027,-95.98,36.11
4028,-121.98,37.23
4030,-116.79,47.69
4031,-96.68,33.14
4032,-116.54,43.6
4034,-96.65,33.0
4036,-119.31,46.26
4038,-93.27,37.21
4040,-95.41,29.79
4041,-84.41,34.17
4045,-122.31,47.72
4048,-111.92,33.53
4051,-95.48,29.73
4052,-122.32,47.31
4054,-118.34,34.1
4055,-87.95,42.99
4058,-122.4,45.52
4059,-84.96,32.51
4060,-112.2,33.58
4067,-98.49,29.61
4068,-71.17,42.32
4069,-104.77,39.51
4070,-87.92,43.04
4074,-77.08,38.87
4075,-122.27,38.28
4076,-72.63,42.33
4078,-122.22,40.18
4083,-105.12,40.55
4084,-80.96,34.02
4086,-70.71,41.97
4087,-81.54,41.5
4088,-97.36,31.1
4089,-74.93,39.84
4090,-83.48,42.44
4094,-74.38,40.81
4096,-82.37,36.31
4098,-122.47,37.67
4099,-76.62,39.43
4100,-87.82,42.17
4101,-122.72,45.41
4103,-80.3,26.01
4105,-77.51,38.3
4106,-95.46,29.75
4107,-87.81,41.85
4109,-77.06,38.82
4110,-104.76,38.89
4112,-120.69,35.25
4113,-121.9,37.34
4116,-104.73,38.31
4117,-84.05,34.35
4118,-73.98,40.76
4121,-115.5,32.68
4124,-86.47,36.96
4127,-117.91,34.09
4128,-116.97,33.8
4132,-73.7,40.64
4133,-122.06,37.9
4136,-122.77,47.06
4138,-122.13,47.62
4143,-97.41,32.73
4149,-93.24,44.97
4151,-122.26,37.5
4152,-75.15,39.98
4157,-111.74,32.9
4160,-111.86,33.39
4161,-111.98,33.8
4163,-72.21,41.36
4165,-74.58,40.65
4168,-73.84,40.82
4170,-121.8,37.25
4175,-94.74,38.97
4177,-117.91,33.63
4178,-105.05,39.83
4182,-86.5,39.15
4183,-122.27,37.87
4184,-73.97,40.78
4186,-118.61,34.25
4187,-87.81,41.95
4189,-118.47,34.2
4192,-112.02,46.59
4194,-98.21,26.24
4195,-90.34,38.66
4196,-106.42,39.63
4197,-76.88,39.22
4198,-98.55,29.49
4199,-81.69,41.46
4202,-80.97,35.17
4203,-93.6,41.73
4204,-73.21,44.45
4205,-117.16,32.71
4208,-98.53,33.88
4210,-104.76,38.96
4213,-111.74,33.3
4215,-73.89,40.75
4216,-95.28,32.31
4219,-84.25,34.15
4220,-80.2,25.93
4222,-76.91,39.0
4223,-87.93,42.57
4224,-96.77,32.86
4225,-71.13,42.35
4226,-73.99,40.69
4227,-77.02,38.91
4231,-123.18,44.07
4233,-97.04,32.9
4236,-95.54,29.78
4237,-81.27,29.83
4240,-73.3,41.41
4241,-73.82,42.71
4244,-121.89,38.01
4246,-73.16,40.81
4247,-82.35,29.65
4248,-95.4,29.72
4250,-105.13,40.19
4251,-97.84,30.56
4252,-117.23,32.73
4253,-77.39,36.97
4254,-93.36,44.91
4256,-121.67,36.7
4259,-71.08,42.35
4263,-93.26,37.2
4265,-117.54,33.85
4266,-90.63,38.64
4267,-97.57,35.53
4268,-95.97,36.06
4269,-82.02,41.46
4272,-149.41,61.58
4275,-95.18,30.05
4278,-122.06,47.55
4279,-98.56,29.6
4280,-122.83,45.85
4281,-84.22,39.38
4282,-96.75,32.81
4284,-105.08,39.82
4286,-97.6,33.23
4287,-81.99,41.49
4288,-94.15,30.13
4290,-96.48,32.9
4291,-76.61,39.37
4293,-87.91,41.96
4295,-117.09,32.63
4299,-104.98,40.16
4301,-111.95,33.42
4302,-120.26,37.13
4304,-81.97,28.1
4307,-89.7,39.77
4309,-73.99,40.73
4310,-85.37,32.64
4311,-97.67,31.07
4312,-77.66,38.78
4314,-85.31,35.05
4317,-117.4,47.75
4321,-80.34,25.98
4326,-122.2,47.42
4327,-122.65,45.72
4329,-80.77,35.07
4332,-74.5,40.59
4334,-96.77,32.84
4335,-95.74,29.62
4336,-117.37,34.14
4337,-93.43,44.85
4338,-73.98,40.73
4339,-73.99,40.74
4340,-157.82,21.27
4343,-75.15,40.0
4345,-98.27,26.2
4350,-122.27,47.49
4356,-98.49,34.63
4357,-73.75,42.65
4359,-80.88,35.11
4360,-95.96,41.26
4363,-104.99,39.74
4365,-122.82,38.55
4367,-112.1,33.61
4368,-122.51,45.43
4369,-93.48,45.02
4380,-122.37,47.63
4384,-86.16,40.02
4387,-93.21,44.88
4390,-94.66,39.26
4394,-117.75,34.07
4395,-84.03,41.87
4396,-122.02,47.36
4397,-83.46,34.26
4400,-73.83,40.78
4401,-92.27,34.75
4403,-89.83,30.31
4404,-77.03,38.9
4405,-105.08,40.43
4408,-70.8,42.22
4410,-88.46,44.26
4411,-77.02,38.9
4415,-121.25,37.79
4420,-93.72,32.45
4421,-114.58,35.14
4422,-91.37,39.94
4423,-72.31,42.93
4424,-77.51,37.64
4429,-71.02,42.22
